Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
189562,AE4780OX,22.60,179.00,0.00,179.00,19-05-2021 14:57,"Садовая 83-я улица (Осокорки), 64  - Победы проспект, 70 ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,16.34,131.00,131.00,0.00,19-05-2021 14:37,"Шелковичная улица, 23  - Июльская улица, 31 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,16.79,140.00,140.00,0.00,19-05-2021 14:34,"бульвар Тараса Шевченка, 5 (Святопетрівське)  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Выполнен,Оплата наличными,Оплата наличными,5
118187,AE7549OE,9.63,90.00,0.00,90.00,19-05-2021 14:21,"Зоологическая улица, 3Г  - Курбаса Леся проспект, 7Б ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,4.96,80.00,80.00,0.00,19-05-2021 14:02,"Руденко Ларисы улица, 6А  - Садовая 62-я улица (Осокорки), 79 ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,24.12,205.00,205.00,0.00,19-05-2021 14:00,"КТ Баатерфляй Кантрі (Ходосівка, Обухівське шосе, 16)  - Симиренка вулиця, 5Б ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA19-05-2021 13:34,"Очаковский переулок, 6  - First Point Restaurant (Yaroslavska Street 14/20) ",Отменен,Безналичная оплата,На карту,5
75094,AE8912OT19-05-2021 13:33,"Героев Сталинграда проспект, 20А  - Больница N18 городская клиническая (Шевченко Тараса бульвар, 17) ",Отменен,Оплата наличными,Оплата наличными,
75094,AE8912OT,11.51,107.00,0.00,107.00,19-05-2021 13:32,"ЖК Министерский (ул. Кондратюка Юрия)  - Автовокзал Киев (ул. Петлюры, 32) ",Выполнен,Безналичная оплата,На баланс,5
118187,AE7549OE,27.74,250.00,0.00,250.00,19-05-2021 13:17,"Садовое Товарищество Медик-Р (Мощун)  - Зоопарк (просп. Победы, 32) ",Выполнен,Безналичная оплата,На баланс,
191232,AE1173OX,25.95,199.00,199.00,0.00,19-05-2021 13:13,"Срибнокильская улица, 20  - ЖК Львовский маеток (Софиевская Борщаговка; Небесной Сотни просп. 36) ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,19.02,165.00,0.00,165.00,19-05-2021 13:12,"Героев Севастополя улица, 46/17  - Руденко Ларисы улица, 10Г ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,15.07,139.00,0.00,139.00,19-05-2021 13:01,"вулиця Стеценка, 19А  - Лаврська вулиця (Січневого повстання), 6 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,16.74,134.00,134.00,0.00,19-05-2021 12:09,"Лисковская улица, 14  - Днепровская Набережная, 16А ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,12.21,111.00,111.00,0.00,19-05-2021 12:06,"Черновола Вячеслава улица, 8  - ТРЦ Лавина, Lavina Mall (ул. Берковецкая, 6Д) ",Выполнен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,42.32,429.00,0.00,429.00,19-05-2021 11:50,"Вацлава Гавела бульвар, 16  - Регенераторная улица, 4К3  - Restaurant Equides (Lisnyky, Vyshneva Street 36) ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,4.37,100.00,100.00,0.00,19-05-2021 11:48,"Бізнес Центр Гулівер, Gulliver (вул. Еспланадна, 1)  - Пимоненка Миколи вулиця, 13 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,15.97,129.00,0.00,129.00,19-05-2021 11:26,"Дорогожицкая улица, 15  - Бальзака Оноре Де улица, 88 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,14.17,148.00,148.00,0.00,19-05-2021 10:49,"Григоренко Петра проспект, 3Б  - Златоустовская улица, 48/5 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,8.18,105.00,0.00,105.00,19-05-2021 10:46,"Малиновського Маршала вулиця, 1  - вулиця Юрія Іллєнка, 42 ",Выполнен,Безналичная оплата,На баланс,5
183904,AE0694PA,22.59,267.00,0.00,267.00,19-05-2021 10:12,"Вересневая улица, 26  - Вацлава Гавела бульвар, 16 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,10.88,143.00,0.00,143.00,19-05-2021 10:03,"Цветаевой Марины улица, 13А  - Оболонский проспект, 12 ",Выполнен,Безналичная оплата,На баланс,5
173746,AE4769OX19-05-2021 09:43,"Unnamed Road, Київська область  - Чоколовский бульвар, 40 ",Отменен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,13.44,195.00,195.00,0.00,19-05-2021 09:36,"Каблукова Академіка вулиця, 25  - Business Center IQ (Bolsunovska street, 13) ",Выполнен,Оплата наличными,Оплата наличными,
75094,AE8912OT,20.48,260.00,0.00,260.00,19-05-2021 09:28,"ЖК Софиевская сфера (Софиевская Борщаговка, ул. Соборная, 126/19)  - Добровольческих Батальйонов улица, 5 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,12.88,148.00,0.00,148.00,19-05-2021 09:22,"Русановский бульвар, 4  - Маяковского Владимира проспект, 89Б ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,26.01,222.00,0.00,222.00,19-05-2021 09:14,"Verkhovynna street, 69/1  - Revutskoho street, 29Б ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,6.84,192.00,0.00,192.00,19-05-2021 09:05,"Герцена улица, 35  - Бассейная улица, 9 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,12.10,206.00,0.00,206.00,19-05-2021 08:58,"Аэропорт Киев, Жуляны Терминал D (улица Медовая, 2)  - Шалимова Академика улица (Софиевская Борщаговка), 61 ",Выполнен,Безналичная оплата,На баланс,5
75119,AE3864MC,4.43,129.00,0.00,129.00,19-05-2021 08:57,"Волгоградская улица, 41/25  - Предславинская улица, 43/2 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,2.22,97.00,97.00,0.00,19-05-2021 08:28,"Вацлава Гавела бульвар, 9В  - Радищева вулиця, 10/14 ",Выполнен,Оплата наличными,Оплата наличными,
75094,AE8912OT,7.21,139.00,0.00,139.00,19-05-2021 08:26,"Тургеневская улица, 74Б  - Аэропорт Киев, Жуляны Терминал D (улица Медовая, 2) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,14.31,165.00,165.00,0.00,19-05-2021 08:25,"Героїв Сталінграда проспект, 24  - Окіпної Раїси вулиця, 4 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,10.01,160.00,0.00,160.00,19-05-2021 07:42,"Berlynskoho Maksyma street, 27А/9  - Skliarenka Semena street, 5  - Pryrichna street, 11 ",Выполнен,Безналичная оплата,На баланс,5
183904,AE0694PA,24.45,251.00,251.00,0.00,19-05-2021 07:37,"Тараса Шевченко улица (Софиевская Борщаговка), 215  - Харківське шосе, 48В ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,10.04,157.00,157.00,0.00,19-05-2021 07:36,"ЖК Чемпіон (пров. Московський, 2)  - МакДональдз (вул. Велика Васильківська, 22) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX19-05-2021 07:34,"Клавдіївська вулиця, 40Б  - Дяченка вулиця (Бортничі), 20А ",Отменен,Безналичная оплата,На баланс,
101768,AE2982OA,19.81,298.00,0.00,298.00,19-05-2021 07:02,"Shalimova Akademika street (Sofiivska Borshchahivka), 67  - Ресторан Сіті Зен (просп. Бандери, 17/1) ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,12.35,107.00,0.00,107.00,19-05-2021 05:58,"Челябинская улица, 11  - Метро Вокзальная (пл. Вокзальная, 4) ",Выполнен,Безналичная оплата,На баланс,
189562,AE4780OX19-05-2021 03:18,"Весенняя улица (Софиевская Борщаговка), 6  - Небесной Сотни проспект (Софиевская Борщаговка), 40 ",Отменен,Безналичная оплата,На баланс,5
173746,AE4769OX,9.49,89.00,89.00,0.00,19-05-2021 03:17,"Сікорського вулиця, 4А  - Григоровича-Барського вулиця, 1 ",Выполнен,Оплата наличными,Оплата наличными,5
